joblinks
https://de.linkedin.com/jobs/view/data-analyst-marketing-f-m-x-at-refurbed-3922778892?position=1&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=%2Fjj1xH8Y1ONzJL0ojrJuGQ%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/iiot-business-data-analyst-m-f-d-at-factorypal-3915725444?position=2&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=OxXRqT6t19znM%2B3%2BUW4Yog%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/market-analysis-internship-at-motorola-solutions-3922713769?position=3&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=u4mZI4i%2Bxli0ip%2Bp8VOqWw%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/power-bi-report-designer-d-f-m-at-ottobock-3924757684?position=4&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=T1MohPxuDUP7UpAdunBdLQ%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/business-analyst-ecommerce-at-lovehoney-group-3931053011?position=5&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=SlL9ykMriOJQaU2rH4qYVQ%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/big-data-analyst-business-analyst-m-w-d-at-jooble-3941099178?position=6&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=USgxWtTc9A6YGOtC6cDqUg%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/big-data-analyst-business-analyst-m-w-d-at-jooble-3941098382?position=7&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=W5H7hfQ3%2BjmE6QiTxixTiQ%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/business-analyst-data-ai-life-sciences-w-m-d-at-capgemini-3760808449?position=8&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=lmWiHXr8mDTXPcVjTWvXZA%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/big-data-analyst-business-analyst-m-w-d-at-jooble-3941099177?position=9&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=TjL5VOVMipzrUSc9Ir%2B6%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card
https://de.linkedin.com/jobs/view/big-data-analyst-business-analyst-m-w-d-at-jooble-3941096685?position=10&pageNum=0&refId=vdUB4kkIAjIk2jHfsi6OWw%3D%3D&trackingId=UyzznXUAFv0RHe5%2F%2BfNQ2w%3D%3D&trk=public_jobs_jserp-result_search-card
